Date,Close,High,Low,Open,Volume,MA_20,MA_50,EMA_20,Daily_Return,Cumulative_Return,Volatility_30,BB_Upper,BB_Mid,BB_Lower,RSI_14,Momentum_10
2020-01-02,67.92081451416016,67.92081451416016,66.8196375144199,66.91491828092151,27278000,,,67.92081451416016,,,,,,,,
2020-01-03,67.56549072265625,68.17240862427808,66.86081596073402,66.89456517269056,23408000,,,67.88697415306454,-0.00523144184953539,-0.00523144184953539,,,,,,
2020-01-06,69.36638641357422,69.3916926420359,67.0434381998988,67.07469616252293,46768000,,,68.02787055882736,0.026654075500025742,0.021283194404458916,,,,,,
2020-01-07,69.2323989868164,69.64875536577131,69.05623219302926,69.49789480129157,34330000,,,68.14258755196917,-0.0019315901214596032,0.019310493874934664,,,,,,
2020-01-08,69.72517395019531,70.06312039428155,69.10932845842892,69.21800440208847,35314000,,,68.29331006608595,0.007117693025092908,0.026565633067592298,,,,,,
2020-01-09,70.45713806152344,70.89830085438531,69.98172629744387,70.56333031718493,33200000,,,68.49938892279428,0.010497845610983658,0.037342360593077606,,,,,,
2020-01-10,70.91221618652344,71.20897758753587,70.44773094502658,70.93752999233561,26258000,,,68.7291819955304,0.006458935709290792,0.04404248820867229,,,,,,
2020-01-13,71.4615707397461,71.53352161734328,70.73406573911171,71.22435698027574,30730000,,,68.98940949497951,0.007746966358767704,0.05213065024194896,,,,,,
2020-01-14,70.99310302734375,71.59058602367756,70.85315396532941,71.4600719000503,26076000,,,69.18023745044277,-0.006555519386894582,0.04523338736674187,,,,,,
2020-01-15,71.42036437988281,71.49877431407914,71.04619262822877,71.11368347743128,21550000,,,69.3935828722942,0.00601835015402119,0.051523967884588684,,,,,,
2020-01-16,71.96427154541016,71.99106949862211,71.46007778598154,71.730533421718,26080000,,,69.63841036497192,0.007615575336948899,0.05953192788062123,,,,,,0.05953192788062078
2020-01-17,73.42124938964844,73.47236161437567,72.28136348423534,72.57861703888604,52424000,,,69.99868074827444,0.020245849960683904,0.08098305232104641,,,,,,0.08666789220889393
2020-01-21,73.55673217773438,73.93537154529689,72.95924161824139,73.39544471015016,48930000,,,70.33754278917539,0.0018452803406672214,0.0829777690960889,,,,,,0.06040888073910322
2020-01-22,73.63711547851562,74.46635262161918,73.57707565322256,73.92792510020561,28458000,,,70.6517878072078,0.0010928068499158616,0.08416125462046375,,,,,,0.06362218493306848
2020-01-23,73.67780303955078,74.1150056100475,73.46094335586837,73.81973599499418,26650000,,,70.9399797340976,0.0005525414836085041,0.0847602986885625,,,,,87.51680495119604,0.056688694562150976
2020-01-24,72.75875854492188,74.1497455459025,72.61037407881075,74.08126273759932,29786000,,,71.1131967636999,-0.012473831421595971,0.07122918158988134,,,,,81.52682984667601,0.032666959611511004
2020-01-27,71.04966735839844,71.29034912825152,70.44274948721724,71.04023999318002,34132000,,,71.10714634414738,-0.02348983436087948,0.046066185551794536,,,,,60.33389819870709,0.0019383285316236787
2020-01-28,71.98113250732422,72.19451657572402,70.98168030050765,71.54641358018323,29724000,,,71.1903831215928,0.01311005643738139,0.05978017228161492,,,,,65.36989415018968,0.0072705058425079905
2020-01-29,72.28880310058594,72.65801507586868,71.72754546979097,72.37614063669027,21566000,,,71.29499454816357,0.0042743227640995585,0.06431001479693954,,,,,64.63787359205978,0.018251069723535407
2020-01-30,72.16722869873047,72.2168492041988,71.21194499533239,71.36578143499277,27110000,71.2778709411621,,71.37806446726518,-0.00168178745035108,0.062520071570771,,74.90175072123051,71.2778709411621,67.6539911610937,60.49593030715388,0.010457301994079904
2020-01-31,71.10177612304688,72.93244183951124,70.81791775939544,72.8426206238996,43822000,71.43691902160644,,71.35175129162533,-0.014763662051253679,0.04683338431142636,,74.7018733722143,71.43691902160644,68.17196467099859,51.08235593418216,-0.011985050412398612
2020-02-03,73.57408905029297,73.75770686602394,72.2843346143234,72.53444375093086,71636000,71.73734893798829,,71.56340250673654,0.03477146510331286,0.08323331480299401,,74.58095779384796,71.73734893798829,68.89374008212862,59.89027160634939,0.0020816815556135015
2020-02-04,71.72853088378906,72.81680464346873,70.56829869425806,72.17912861978445,95880000,71.85545616149902,,71.57912901883677,-0.02508434953564076,0.05606111170582495,,74.47154633117198,71.85545616149902,69.23936599182606,53.049829211589056,-0.024854302792133964
2020-02-05,71.76029968261719,72.67985026168276,70.94794090510676,72.63171390377897,36376000,71.98185119628906,,71.59638336776824,0.0004429032413837408,0.05652884459529872,,74.29054272147727,71.98185119628906,69.67315967110085,51.45752643148749,-0.025487361688495525
2020-02-06,73.24507904052734,73.52248589418377,71.980138619887,72.05457315984722,37822000,72.15784645080566,,71.75340200326912,0.020690818801998745,0.07838929147790519,,74.27053665171985,72.15784645080566,70.04515624989148,55.08166232998871,-0.005873193569454704
2020-02-07,73.4009017944336,73.70559879869327,72.7210410665216,72.81929769136995,28360000,72.30503463745117,,71.91030674528477,0.002127416011388661,0.08068347412310528,,74.32706721411213,72.30503463745117,70.28300206079021,49.90997510897839,0.008825648792718965
2020-02-10,74.86731719970703,74.87823628434978,73.20686668811356,73.30760698082317,38302000,72.50278968811035,,72.19192678856308,0.019978166063685077,0.10227354803141675,,74.71586719575453,72.50278968811035,70.28971218046618,55.187548506527435,0.0537321282878227
2020-02-11,74.9367904663086,75.92036372100134,74.70801974601746,75.09608642959354,34852000,72.67655067443847,,72.4533423769198,0.0009279518647133944,0.10329640482573677,,75.08270495670958,72.67655067443847,70.27039639216737,55.14881141285456,0.04106156510782366
2020-02-12,75.36209106445312,75.44496101891976,74.86782448844302,75.22462568128545,31042000,72.89500007629394,,72.73036606144679,0.005675457882543533,0.10955811710328689,,75.44654144431387,72.89500007629394,70.34345870827401,56.47517696797125,0.04251402474586374
2020-02-13,75.10205078125,75.72533972486248,74.63606632799268,74.93381963355475,22914000,73.0790843963623,,72.95624079666614,-0.0034505449560937596,0.10572953693882314,,75.71259346481159,73.0790843963623,70.44557532791302,59.48952920021504,0.04066696387596158
2020-02-14,75.36705017089844,75.43255711257372,74.71298785427767,75.15862587664202,23198000,73.24922332763671,,73.18584168945016,0.0035285240135491946,0.10963113016240245,0.20891165001317727,76.01579225107803,73.24922332763671,70.4826544041954,69.7997242885034,0.059988291157033746
2020-02-18,75.40227508544922,75.9541053185797,74.98393482404958,75.14919009338159,25642000,73.34827461242676,,73.39693058430721,0.0004673781774782171,0.11014974753769091,0.2074764036331573,76.27782848197056,73.34827461242676,70.41872074288297,67.09478345601185,0.02484823201693409
2020-02-19,75.67174530029297,75.9630471132219,75.47870768352672,75.7873725080763,22746000,73.45402526855469,,73.61357960487729,0.003573767695183916,0.11411716484225765,0.19578725959243787,76.56249435730206,73.45402526855469,70.34555617980732,66.96868319721159,0.054974141640967256
2020-02-20,75.28070831298828,75.78092664396918,74.64897632817032,75.38094885591177,25962000,73.53620491027831,,73.77235376755452,-0.005167542862304919,0.10835991663930566,0.1967147645586975,76.75016899513729,73.53620491027831,70.32224082541934,65.20601846676652,0.04905788640712516
2020-02-21,73.61676788330078,74.98096446759392,73.37013437097549,74.66484862101126,42520000,73.53315315246581,,73.75753606429227,-0.02210314524100221,0.08386167642252196,0.20907377210001668,76.74666700254267,73.53315315246581,70.31963930238896,61.60464404023051,0.0050745913260299425
2020-02-24,70.46062469482422,71.28043457661818,69.8120294255332,70.61892873661743,49560000,73.41824645996094,,73.44354450529532,-0.04287261284656996,0.03739369439002482,0.2442532248732408,76.90138967632824,73.41824645996094,69.93510324359364,36.48666905968823,-0.040057778960862156
2020-02-25,68.79620361328125,71.30375438851503,68.50341762530834,71.01345207622762,51580000,73.30557327270508,,73.00094061081779,-0.023622002909452378,0.012888377522896066,0.2528732219737697,77.22925494432161,73.30557327270508,69.38189160108854,37.069540924395305,-0.08109164069858699
2020-02-26,69.00213623046875,70.15344093186029,68.31135643850625,69.22594718689604,49776000,73.1566234588623,,72.62010209840359,0.002993371819542512,0.015920329048515258,0.25183620646803806,77.4961426155981,73.1566234588623,68.8171043021265,38.02152638247564,-0.07919546859306781
2020-02-27,65.25444793701172,67.95653516579354,65.21921458048752,67.44738173946918,62290000,72.80490570068359,,71.91861122589007,-0.05431264158169924,-0.039256987658658704,0.2952182953338229,78.39938482334497,72.80490570068359,67.21042657802221,20.997809082229196,-0.1341210545604007
2020-02-28,66.46034240722656,66.61913861220282,62.93497730501943,63.23769037956694,80198000,72.51956138610839,,71.39877610030308,0.01847988157648439,-0.02150257056515581,0.3005538966690928,78.79205535790642,72.51956138610839,66.24706741431037,26.593254363390386,-0.11506621036480313
2020-03-02,68.79620361328125,68.85326757659175,65.76312069292557,67.06280243372319,55430000,72.40428276062012,,71.15091205392005,0.03514669231979006,0.012888377522896066,0.3184431314136491,78.86831039209247,72.40428276062012,65.94025512914777,30.659609931991113,-0.08718460577556741
2020-03-03,66.3844223022461,69.8814980608443,65.96359831152199,69.35994133870133,56602000,72.04479942321777,,70.69696064899873,-0.03505689535707979,-0.022620344336326426,0.3261674307299659,79.01478108267592,72.04479942321777,65.07481776375961,26.29312058579451,-0.11959656088604342
2020-03-04,68.56196594238281,68.62052161924996,66.34868554057559,67.43845113577657,47598000,71.88647117614747,,70.49362781979721,0.03280202741273297,0.009439689921400873,0.342229141555018,79.02844211408897,71.88647117614747,64.74450023820596,32.81927066145653,-0.09395553557930991
